rank,id,token,delta,sign
129,90222,Ġ)}ĊĊ,0.197509765625,+
130,827,Ġdis,0.1971435546875,+
131,277,ar,0.1968994140625,+
132,7715,endregion,0.19677734375,+
133,92056,...(,0.1966552734375,+
134,50653,ĠâĢķ,0.1964111328125,+
135,1186,Ġsub,0.1951904296875,+
136,537,Ġnot,0.195068359375,+
137,71140,:pointer,0.195068359375,+
138,369,Ġfor,0.194580078125,+
139,10,+,0.1942138671875,+
140,34482,"""os",0.1932373046875,+
141,547,ĠU,0.1925048828125,+
142,358,ĠI,0.19140625,+
143,284,Ġ=,0.19140625,+
144,429,Ġthat,0.1912841796875,+
145,51636,-Origin,0.1910400390625,+
146,1127,als,0.19091796875,+
147,10205,Ġ[âĢ¦,0.1907958984375,+
148,90608,Ġseo,0.1903076171875,+
149,374,Ġis,0.190185546875,+
150,291,ed,0.1898193359375,+
151,74200,Ġsuce,0.189697265625,+
152,138987,Ġila,0.189208984375,+
153,75015,"Ġ}}""><",0.189208984375,+
154,82,s,0.1890869140625,+
155,93,~,0.188720703125,+
156,7646,??,0.1885986328125,+
157,2146,...ĊĊ,0.1881103515625,+
158,1032,ĠRe,0.186767578125,+
159,99548,åħ¸,0.186767578125,+
160,95490,-Methods,0.185791015625,+
161,66999,ĠTee,0.1854248046875,+
162,87036,...ĊĊĊĊĊĊ,0.1849365234375,+
163,50188,"|,Ċ",0.1849365234375,+
164,40725,__)ĊĊ,0.184814453125,+
165,50,S,0.184814453125,+
166,773,Ġso,0.1846923828125,+
167,3281,Ġspecial,0.1842041015625,+
168,74071,(CC,0.1839599609375,+
169,8,),0.1837158203125,+
170,758,ĠIn,0.1827392578125,+
171,14835,ĠâĢŀ,0.1826171875,+
172,82582,acea,0.182373046875,+
173,49241,ĠSek,0.1817626953125,+
174,60908,////////////////////////////////////////////////////////,0.181396484375,+
175,6050,ĠMo,0.1807861328125,+
176,714,Ġbut,0.1805419921875,+
177,658,ary,0.180419921875,+
178,27877,&#,0.180419921875,+
179,641,In,0.1802978515625,+
180,1818,ĠPl,0.18017578125,+
181,1114,ement,0.18017578125,+
182,16628,æĸ°,0.1800537109375,+
183,4598,ĠAg,0.1795654296875,+
184,67868,#ad,0.17919921875,+
185,12486,ĠÂ«,0.1790771484375,+
186,4102,Âł,0.17822265625,+
187,93448,(er,0.1776123046875,+
188,35354,Ġkal,0.1776123046875,+
189,151643,<|endoftext|>,0.1773681640625,+
190,11270,addComponent,0.17724609375,+
191,272,Ġc,0.17724609375,+
192,6381,ĠAc,0.17724609375,+
193,17783,ä¹,0.1771240234375,+
194,28372,âĢĶĊĊ,0.1771240234375,+
195,67712,@ResponseBody,0.1766357421875,+
196,2182,Ġput,0.17626953125,+
197,1345,ĠSe,0.17626953125,+
198,91904,Ġ!=Ċ,0.1761474609375,+
199,5434,âĢ¦ĊĊ,0.1761474609375,+
200,49855,ĠÂŃ,0.1759033203125,+
1,145603,áĲĪ,-0.93505859375,-
2,142227,Ø£Ø®ÙĪ,-0.8642578125,-
3,145960,áĲī,-0.83935546875,-
4,135194,ĠØ§ÙĦØ¹Ø±Ø§,-0.81494140625,-
5,133505,ĠØ§ÙĦÙĦØ¬,-0.80517578125,-
6,141592,ØªÙĦÙģØ²ÙĬÙĪÙĨ,-0.79541015625,-
7,143636,æĮģãģ£ãģ¦ãģĦ,-0.79052734375,-
8,135602,Ø´Ø¤,-0.7900390625,-
9,143750,ĠØ³Ø¨ØŃ,-0.7900390625,-
10,135021,ØªØ¬Ø§,-0.7861328125,-
11,135264,ĠØ§ÙĦØ£ÙĪØ±ÙĪ,-0.78515625,-
12,131597,ØªØºÙĬ,-0.783203125,-
13,142690,Ġáº¤,-0.78076171875,-
14,128150,Ø£Ø³ÙĦ,-0.77978515625,-
15,143074,ØªØŃØ¶,-0.77978515625,-
16,141792,ØªØ¸Ø§ÙĩØ±,-0.77490234375,-
17,142585,ĠØ§ÙĦØ¥Ø«ÙĨ,-0.7705078125,-
18,137120,Ø§ÙĦØªØ²,-0.76318359375,-
19,127567,Ø¥Ø¬Ø±,-0.76123046875,-
20,143634,Ø£ÙĦÙĪØ§ÙĨ,-0.76123046875,-
21,138291,ØªÙĪØ²,-0.75927734375,-
22,141173,ĠÙĬÙĪØ³,-0.7578125,-
23,142003,ãģĮå§ĭãģ¾,-0.7568359375,-
24,142666,Ø¥Ø²,-0.75390625,-
25,137193,ĠGeschÃ¤,-0.75146484375,-
26,139644,ØªÙĤØ§Ø±,-0.7509765625,-
27,133467,ĠØ§ÙĦÙħØ±Ø£,-0.74853515625,-
28,142774,ÙħÙĨØ§Ø²,-0.74658203125,-
29,138282,ÙħØ±Ø§Ùĥ,-0.74365234375,-
30,135929,ØªÙĥÙĨ,-0.73876953125,-
31,134622,ãĤĦãģ£ãģ±,-0.734375,-
32,135865,ĠØ±ÙħØ¶,-0.734375,-
33,140540,ÙħÙĪØ§ÙĤÙģ,-0.732421875,-
34,127326,ãĤĤãģ¡ãĤį,-0.732421875,-
35,136136,Ø£ÙģØ±,-0.73095703125,-
36,141901,ĠTruyá»ģn,-0.73046875,-
37,142959,ØªØ³ÙĪÙĬ,-0.72802734375,-
38,138798,Ø¥ÙĬÙħ,-0.72509765625,-
39,137194,ĠGeschÃ¤fts,-0.72216796875,-
40,140573,ÙħÙĬØ§Ùĩ,-0.7216796875,-
41,138730,Ø¥Ø¨Ø±,-0.7216796875,-
42,128028,å¤īãģĪ,-0.72119140625,-
43,143951,ÙħÙģØ§ÙĪØ¶Ø§Øª,-0.72021484375,-
44,96035,ãģĤãĤĬãģĮãģ¨ãģĨãģĶãģĸ,-0.71923828125,-
45,141206,ĠMá»įi,-0.7177734375,-
46,141097,ãĤªãĥ¼ãĥĹ,-0.71728515625,-
47,121183,åĹ«,-0.71728515625,-
48,141121,ÙħØµÙĦØŃØ©,-0.7158203125,-
49,143072,Ø§Ø³ØªÙĤÙĦ,-0.71533203125,-
50,143672,Ø¨Ø±Ø´,-0.71484375,-
51,141603,ãģ¦ãģĹãģ¾ãģ£ãģ¦,-0.71435546875,-
52,142878,ØªØ£Ø³ÙĬ,-0.7119140625,-
53,116680,è®ĵä»ĸåĢĳ,-0.7099609375,-
54,141188,ĠØ§ÙĦØ¯ÙĨÙĬ,-0.7099609375,-
55,141243,Ø£ØºÙĦØ¨,-0.70947265625,-
56,143746,Ø§ÙĦØ·Ø§Ø¦Ùģ,-0.70849609375,-
57,136663,ÙħØªØ§Ø¨,-0.70849609375,-
58,143270,ãĤŃãĥ¬ãĤ¤,-0.70751953125,-
59,126773,Ø§Ø®ÙĦ,-0.70556640625,-
60,143427,ÙħØ¯ÙĬØ±ÙĬØ©,-0.70556640625,-
61,141654,ĠChá»ĭ,-0.70458984375,-
62,119106,åİŃ,-0.70361328125,-
63,138850,ØªØµØ±,-0.703125,-
64,136557,ÙħØ¯Ø§Ø±,-0.70263671875,-
65,143560,Ø¥Ø¯Ø§Ø±,-0.70166015625,-
66,141509,ç¾İåĳ³ãģĹ,-0.701171875,-
67,143358,Ø£ÙĪØ¶Ø§Ø¹,-0.69873046875,-
68,143452,ĠtecrÃ¼be,-0.69775390625,-
69,140078,ÙħÙĨØ¸Ùħ,-0.69775390625,-
70,131580,ãĤ»ãĥķãĥ¬,-0.697265625,-
71,141149,Ø£ÙĪØ±Ø§ÙĤ,-0.69677734375,-
72,135220,Ø¥Øµ,-0.69482421875,-
73,138254,ØªÙĪØ§Ø¬Ø¯,-0.6943359375,-
74,143927,ÙħÙĥÙĪÙĨ,-0.6923828125,-
75,135953,ÙħØµØ§ÙĦØŃ,-0.6904296875,-
76,134299,Ø£ÙĩØ¯,-0.6904296875,-
77,141380,ĠCuá»Ļc,-0.689453125,-
78,141446,ØªØµØ±Ùģ,-0.689453125,-
79,142435,ĠNháºŃn,-0.6875,-
80,135411,Ø§ÙĦØ£Ø±,-0.68701171875,-
81,142809,å¼ķãģ£è¶ĬãģĹ,-0.685546875,-
82,135847,ÙħØ·ÙĦ,-0.685546875,-
83,143349,Ø§ØŃØªÙħ,-0.68505859375,-
84,137969,ØªÙĨØ³ÙĬ,-0.6845703125,-
85,132606,ĠØ§ÙĦØ«Ø§ÙĦ,-0.68408203125,-
86,134016,ĠØ£Ø«ÙĨ,-0.68310546875,-
87,143470,Ø³ÙĤÙĪ,-0.6796875,-
88,139250,ØªØ®ÙĦ,-0.6796875,-
89,142901,Ø§Ø³ØªÙģØ§Ø¯Ø©,-0.6787109375,-
90,142900,Ø§Ø³ØªÙģ,-0.6787109375,-
91,135131,ĠØ¨ÙĪØ§Ø³,-0.67822265625,-
92,139702,æĬĳãģĪ,-0.677734375,-
93,137282,ÙħØ²ÙĬØ¯,-0.67578125,-
94,142038,ãĤ·ãĥ§ãĥ¼,-0.67431640625,-
95,138090,ĠdotyczÄħ,-0.67333984375,-
96,138600,Ø£ÙģÙĥØ§Ø±,-0.6728515625,-
97,140850,ØªÙģÙĥ,-0.6728515625,-
98,143683,ĠÙĨØ·,-0.671875,-
99,137230,ØªÙĪØ¬,-0.67138671875,-
100,143609,ÙħÙĨØ§ÙĤ,-0.6708984375,-
101,142256,ØªØ®Ø·,-0.669921875,-
102,140147,ÙħÙĦØ§Ø¨,-0.669921875,-
103,136558,ÙħØ¯Ø§Ø±Ø³,-0.669921875,-
104,118086,çį¸,-0.66943359375,-
105,141791,ØªØ¸,-0.66845703125,-
106,141915,ĠÄĲiá»ĥm,-0.66748046875,-
107,142121,ĠHÆ¡n,-0.6669921875,-
108,133448,ĠØ§ÙĦØ®Ùħ,-0.6669921875,-
109,136745,ĠHÆ°á»Ľng,-0.66650390625,-
110,141120,ÙħØµÙĦ,-0.666015625,-
111,141351,ĠDiá»ħn,-0.66455078125,-
112,141789,Ø£ÙħØ§ÙĨ,-0.66455078125,-
113,143613,ãĥľãĥ¼ãĥī,-0.662109375,-
114,140127,Ø§ÙĦÙħØ¹Ø±ÙĪÙģ,-0.662109375,-
115,143326,ÙħÙĪØ§Ùģ,-0.66162109375,-
116,140840,Ø£ØµÙĪÙĦ,-0.66162109375,-
117,138229,ÙĨÙħÙĪØ°,-0.66064453125,-
118,137848,Ø¹Ø±ÙĪ,-0.65966796875,-
119,143928,ÙħÙĥÙĪÙĨØ§Øª,-0.65869140625,-
120,127666,ãģĻãģĶ,-0.658203125,-
121,143218,Ø¹Ø§Ø·Ùģ,-0.65771484375,-
122,128111,ÙħØ¨Ø§Ø¯,-0.65771484375,-
123,142257,ØªØ®Ø·ÙĬØ·,-0.65673828125,-
124,138235,ãģĦãģ£ãģ±,-0.65625,-
125,136972,ĠØ§ÙĦÙħØ®ØªÙĦÙģ,-0.6552734375,-
126,140132,ãĥĹãĥ¬ãĤ¼,-0.654296875,-
127,141299,Ø§ÙĦÙĬØ§Ø¨,-0.65380859375,-
128,140537,ĠÙĦÙĦØºØ§,-0.6533203125,-
129,127396,ÙħØ¤Ø³,-0.65185546875,-
130,142159,ãĤ¦ãĤ©ãĥ¼,-0.6513671875,-
131,143216,ãĥĳãĥĳæ´»,-0.650390625,-
132,140882,ãģĮãģĭãģĭ,-0.64990234375,-
133,138569,ÙħØ¹Ø¯,-0.64892578125,-
134,137356,ÙħÙĥØ§Ùģ,-0.6474609375,-
135,138283,ÙħØ±Ø§ÙĥØ²,-0.6474609375,-
136,141203,èĭ¦ãģĹ,-0.64501953125,-
137,134679,ãĥ¢ãĥĩ,-0.64501953125,-
138,141469,ÙģØ¹Ø§ÙĦÙĬ,-0.64306640625,-
139,140288,ĠGiáº¥y,-0.64306640625,-
140,139082,ĠÙĪØŃØª,-0.642578125,-
141,139660,ç´łæĻ´,-0.64208984375,-
142,138136,ĠzwiÄħzku,-0.6416015625,-
143,140475,ãĤ¨ãĥįãĥ«ãĤ®,-0.6416015625,-
144,145472,ë»ĺ,-0.64111328125,-
145,139655,Ø£ØŃÙĥØ§Ùħ,-0.64013671875,-
146,141821,ĠØ§ÙĦØ£ÙĬ,-0.63720703125,-
147,136152,Ø£Ø·ÙģØ§ÙĦ,-0.63720703125,-
148,138945,ãĤĴå¤īãģĪ,-0.63720703125,-
149,139209,ØªÙĤÙĦÙĬØ¯,-0.63671875,-
150,145387,ìĥ¬,-0.63671875,-
151,135433,ĠVá»ģ,-0.63671875,-
152,132001,ãģĬé¡ĺ,-0.63623046875,-
153,139602,ĠCÃ¹ng,-0.63623046875,-
154,134611,Ø§ÙĩØªÙħ,-0.63623046875,-
155,118723,å¨Ľæ¨Ĥ,-0.634765625,-
156,141270,Ø±ÙĬØ§Ø¶ÙĬ,-0.634765625,-
157,131463,ÙĨØªØ§Ø¦,-0.63427734375,-
158,145515,ìºĩ,-0.6337890625,-
159,141256,ĠumoÅ¼liwia,-0.6337890625,-
160,142090,ÙħØ¬ÙħÙĪØ¹Ø§Øª,-0.63330078125,-
161,130470,Ø¥Ø¶Ø§Ùģ,-0.63330078125,-
162,135952,ÙħØµØ§ÙĦ,-0.63330078125,-
163,138197,ãģ¤ãĤĤãĤĬ,-0.6328125,-
164,142346,Ø£ÙģÙĦ,-0.6318359375,-
165,138532,ĠThÆ°,-0.63134765625,-
166,141721,ĠØ§ÙĦÙħØªØ¹ÙĦ,-0.630859375,-
167,127482,ĠØ§ÙĦØ£ÙħØ±ÙĬ,-0.63037109375,-
168,111855,éļ¨æĻĤ,-0.63037109375,-
169,138292,ØªÙĪØ²ÙĬØ¹,-0.6298828125,-
170,116801,æĵĶå¿ĥ,-0.62939453125,-
171,139401,ØªÙĥÙĪ,-0.62890625,-
172,141211,ĠØ§ÙĦÙģÙĨØ¯,-0.62890625,-
173,135214,Ø¥ÙĨØ´,-0.62841796875,-
174,139849,ĠØµØº,-0.62841796875,-
175,140416,ãģķãģ¾ãģĸãģ¾,-0.62841796875,-
176,125844,Ø§ÙĤØªØµ,-0.62841796875,-
177,135632,ĠÄĲÆ°á»£c,-0.6279296875,-
178,140874,ĠjednoczeÅĽnie,-0.6279296875,-
179,137187,×ª×ķ×Ŀ,-0.62744140625,-
180,136439,ĠkaÅ¼dym,-0.62744140625,-
181,146314,ëłĿ,-0.62646484375,-
182,135492,ÙħÙĨØ§Ø·,-0.62548828125,-
183,119207,å¬°,-0.62548828125,-
184,141937,ĠTiáº¿p,-0.62548828125,-
185,143540,ãĤıãģĭãģ£ãģ¦,-0.62548828125,-
186,140366,ĠMáº·t,-0.62548828125,-
187,143405,ÙħØºØ±Ø¨,-0.625,-
188,145520,ìį½,-0.6240234375,-
189,136475,Ø¨Ø³ÙĬ,-0.62353515625,-
190,111090,åľ¨ç¶²è·¯ä¸Ĭ,-0.623046875,-
191,136839,ÙħØ³ÙĦ,-0.6220703125,-
192,143138,ãĤªãĥªãĤ¸,-0.62109375,-
193,137644,ØªÙģØ³,-0.62109375,-
194,146742,ìĹ¾,-0.62109375,-
195,118651,ç¾İéºĹ,-0.62060546875,-
196,141454,ãĥĹãĥŃãĤ°ãĥ©,-0.6201171875,-
197,138773,Ø³Ø¦ÙĦ,-0.6201171875,-
198,138768,Ø¥ØµØ¯,-0.61962890625,-
199,134695,ĠCÆ¡,-0.61962890625,-
200,140943,ãģįãĤĮ,-0.619140625,-
