rank,id,token,delta,sign
86,97314,ĉĉĉĉĉĉĉĉčĊ,0.05584716796875,+
87,124801,miÅŁ,0.0557861328125,+
88,8142,Ġtit,0.055633544921875,+
89,1847,off,0.05560302734375,+
90,131327,Ã©tait,0.055572509765625,+
91,57168,illi,0.0555419921875,+
92,796,Ġar,0.0555419921875,+
93,65958,ĠimageData,0.055511474609375,+
94,98982,Ġsparking,0.055511474609375,+
95,89046,_YUV,0.055389404296875,+
96,111021,å®ŀçī©,0.05535888671875,+
97,33985,Â¯,0.055267333984375,+
98,54750,ĠDBNull,0.05523681640625,+
99,14350,rait,0.055206298828125,+
100,65101,åĥı,0.0550537109375,+
101,7416,ĠAng,0.05499267578125,+
102,113984,çĴĲ,0.054962158203125,+
103,2015,iter,0.054931640625,+
104,7578,Ġsat,0.0548095703125,+
105,93562,Ġisr,0.054718017578125,+
106,56949,bower,0.054656982421875,+
107,6055,Ġhab,0.054656982421875,+
108,100468,æ´¥,0.054534912109375,+
109,119798,æĬ¨,0.05450439453125,+
110,24244,ĠDol,0.054351806640625,+
111,97275,-mÃªme,0.05426025390625,+
112,48345,Ġstrtok,0.05419921875,+
113,71397,ĠGle,0.054168701171875,+
114,57525,ĠFemme,0.05413818359375,+
115,39871,ĠFi,0.0540771484375,+
116,90293,isify,0.0540771484375,+
117,94844,ĠObst,0.054046630859375,+
118,86348,à¸ĵ,0.053985595703125,+
119,9736,ĠWall,0.053863525390625,+
120,41625,ensation,0.0538330078125,+
121,112014,æĮĩçĿĢ,0.0538330078125,+
122,103236,æīĢå¾Ĺ,0.053802490234375,+
123,78758,ltre,0.05377197265625,+
124,111238,æĬ¥éĶĢ,0.053680419921875,+
125,48034,[player,0.05364990234375,+
126,45033,++){,0.053558349609375,+
127,119410,å¸·,0.05352783203125,+
128,311,Ġto,0.053497314453125,+
129,63186,ITA,0.053497314453125,+
130,22715,Fi,0.053466796875,+
131,69369,ĠlÃ¥,0.053466796875,+
132,47908,Ġ{{{,0.053253173828125,+
133,68270,.assertNot,0.053253173828125,+
134,92867,[keys,0.053253173828125,+
135,136936,Ã±e,0.053253173828125,+
136,103672,å¨©,0.05322265625,+
137,58872,--;ĊĊ,0.05316162109375,+
138,13,.,0.053070068359375,+
139,524,ang,0.053070068359375,+
140,50281,[next,0.053009033203125,+
141,13620,ĠKn,0.053009033203125,+
142,96423,jf,0.053009033203125,+
143,40837,ĠOg,0.053009033203125,+
144,59073,ĠSwal,0.052947998046875,+
145,17187,.JLabel,0.05291748046875,+
146,12057,ĠonCreate,0.052886962890625,+
147,91904,Ġ!=Ċ,0.0528564453125,+
148,70486,StrictEqual,0.052825927734375,+
149,14036,Ġsick,0.052825927734375,+
150,409,Ġde,0.052734375,+
151,2305,Ã¤,0.052703857421875,+
152,15496,Ġpresentation,0.052642822265625,+
153,1365,ĠâĢĵ,0.0526123046875,+
154,71756,#plt,0.0526123046875,+
155,68871,Ġextremes,0.05242919921875,+
156,3395,Ġreview,0.05242919921875,+
157,73743,åıĤ,0.052337646484375,+
158,1244,../,0.052276611328125,+
159,315,Ġof,0.052154541015625,+
160,84558,++;čĊčĊ,0.0521240234375,+
161,106295,ä¿¡æīĺ,0.0521240234375,+
162,1575,other,0.052093505859375,+
163,17162,Ġtk,0.052093505859375,+
164,2629,Ġsum,0.052032470703125,+
165,4142,âĢĵ,0.051971435546875,+
166,95187,'Ã©tait,0.051910400390625,+
167,67094,ĠonCreateOptionsMenu,0.0518798828125,+
168,150658,âĬĸ,0.051788330078125,+
169,1075,Ġlike,0.05169677734375,+
170,14418,Ġmagazine,0.0516357421875,+
171,68436,",sum",0.0516357421875,+
172,116773,å¢ŀèĩ³,0.051605224609375,+
173,17299,Ġenorm,0.05157470703125,+
174,28324,ichen,0.051513671875,+
175,44472,Ġteachings,0.05145263671875,+
176,63967,ĠonOptionsItemSelected,0.051422119140625,+
177,17235,ĠPsych,0.0513916015625,+
178,1008,Ġother,0.05133056640625,+
179,10632,rase,0.051300048828125,+
180,32074,fortunate,0.051300048828125,+
181,8571,component,0.05126953125,+
182,114309,å¿ĥçĲĨåģ¥åº·,0.051239013671875,+
183,19311,Ð¡,0.05120849609375,+
184,48681,Ġtslint,0.051116943359375,+
185,66329,ĠPaso,0.051116943359375,+
186,51007,\\\\,0.050994873046875,+
187,389,Ġon,0.050994873046875,+
188,113689,çİĩè¾¾,0.050994873046875,+
189,31534,SDK,0.050933837890625,+
190,19833,ĠAmb,0.05084228515625,+
191,5699,Ġsch,0.05084228515625,+
192,79655,Ġscrollbar,0.05084228515625,+
193,1490,Ġsee,0.050750732421875,+
194,9680,ĠPlan,0.05072021484375,+
195,107968,æ·ĳ,0.0506591796875,+
196,30953,]string,0.0506591796875,+
197,3362,ana,0.05059814453125,+
198,98751,AdminController,0.050537109375,+
199,25252,Ġinhab,0.050537109375,+
200,3692,Ġcomponent,0.050537109375,+
1,145603,áĲĪ,-0.1324462890625,-
2,118228,æį¢åı¥è¯Ŀ,-0.12744140625,-
3,143683,ĠÙĨØ·,-0.124755859375,-
4,138235,ãģĦãģ£ãģ±,-0.12103271484375,-
5,120826,æ¬¸,-0.12054443359375,-
6,142010,ĠPaÅĦstwo,-0.11871337890625,-
7,140882,ãģĮãģĭãģĭ,-0.1181640625,-
8,110848,æĵģ,-0.11773681640625,-
9,141295,ĠOczy,-0.1156005859375,-
10,83156,-With,-0.115234375,-
11,89107,actionDate,-0.11456298828125,-
12,111090,åľ¨ç¶²è·¯ä¸Ĭ,-0.1138916015625,-
13,145960,áĲī,-0.11376953125,-
14,115121,è¶Ĭä¾Ĩ,-0.11322021484375,-
15,88068,Venta,-0.11309814453125,-
16,135865,ĠØ±ÙħØ¶,-0.11285400390625,-
17,81257,Ġgode,-0.11181640625,-
18,49668,ARGIN,-0.11151123046875,-
19,115842,è²ĵ,-0.111328125,-
20,64318,.GUI,-0.11126708984375,-
21,139265,ĠbeÄŁen,-0.1109619140625,-
22,76633,foundland,-0.11083984375,-
23,133429,gefÃ¼hrt,-0.10980224609375,-
24,135659,ĠÃ¶de,-0.1092529296875,-
25,134622,ãĤĦãģ£ãģ±,-0.10894775390625,-
26,18724,ĠaddCriterion,-0.10791015625,-
27,56814,ĠSexo,-0.107421875,-
28,138290,ĠGiá»Ľi,-0.107421875,-
29,68355,theid,-0.10736083984375,-
30,139014,ĠCÅ©ng,-0.106689453125,-
31,122347,å¿ŀ,-0.106689453125,-
32,140832,Ġ×Ķ×ķ×ĵ,-0.10577392578125,-
33,122303,ð¬Ģ©,-0.1053466796875,-
34,88156,ĠReturnType,-0.105224609375,-
35,141592,ØªÙĦÙģØ²ÙĬÙĪÙĨ,-0.10516357421875,-
36,141206,ĠMá»įi,-0.10498046875,-
37,88674,_DISPATCH,-0.10455322265625,-
38,122449,ä¶®,-0.1044921875,-
39,138628,Ġtáº¡p,-0.10369873046875,-
40,141165,ãģ£ãģ¦ãģĦãģı,-0.1033935546875,-
41,139019,ãģįãģ¡ãĤĵ,-0.1031494140625,-
42,143746,Ø§ÙĦØ·Ø§Ø¦Ùģ,-0.10302734375,-
43,141461,ÑģÑĥÐ¶Ð´ÐµÐ½,-0.10296630859375,-
44,119937,çĸł,-0.102783203125,-
45,142393,Ġá»¦,-0.1026611328125,-
46,116738,æĶ»åĩ»åĬĽ,-0.1024169921875,-
47,111753,ä»İæł¹æľ¬,-0.1021728515625,-
48,32375,IALOG,-0.10205078125,-
49,112919,ä¸ĭéĿ¢æĺ¯å°ı,-0.1019287109375,-
50,135601,ĠÄĲiá»ĩn,-0.101806640625,-
51,144106,ëĶ±,-0.1016845703125,-
52,141758,ĠapprÃ©,-0.10150146484375,-
53,141654,ĠChá»ĭ,-0.10137939453125,-
54,92848,ĠâĺĨ,-0.10137939453125,-
55,135331,Ð´ÐµÐ¶,-0.10125732421875,-
56,91896,ĠschÃ¶ne,-0.10113525390625,-
57,139210,ĠÃ¼lkem,-0.10113525390625,-
58,91200,à¸¹à¸¥,-0.10101318359375,-
59,143806,ĠgeleceÄŁi,-0.10089111328125,-
60,137788,ĠyaÅŁama,-0.10089111328125,-
61,34908,erguson,-0.100830078125,-
62,134695,ĠCÆ¡,-0.100830078125,-
63,29316,ĠHOWEVER,-0.10076904296875,-
64,79445,ALLERY,-0.10064697265625,-
65,143358,Ø£ÙĪØ¶Ø§Ø¹,-0.1002197265625,-
66,140573,ÙħÙĬØ§Ùĩ,-0.1002197265625,-
67,139128,ãģªãģıãģªãģ£ãģ¦,-0.10015869140625,-
68,127768,ĠÐ¿Ð¾ÑģÑĤÐ¾Ñı,-0.10009765625,-
69,139602,ĠCÃ¹ng,-0.10003662109375,-
70,137789,Ġdá»ĭp,-0.09979248046875,-
71,127533,hÃ¤,-0.0992431640625,-
72,89797,Ġindeb,-0.09918212890625,-
73,76619,.GetResponse,-0.09912109375,-
74,118173,åŃ¦éľ¸,-0.09912109375,-
75,132375,Ð±ÑĭÑĤ,-0.09906005859375,-
76,135194,ĠØ§ÙĦØ¹Ø±Ø§,-0.09906005859375,-
77,140071,ĠgÃ¼ndem,-0.09906005859375,-
78,18399,oenix,-0.09893798828125,-
79,135433,ĠVá»ģ,-0.0985107421875,-
80,143750,ĠØ³Ø¨ØŃ,-0.0985107421875,-
81,141603,ãģ¦ãģĹãģ¾ãģ£ãģ¦,-0.0977783203125,-
82,142948,ãģ©ãģ®ãĤĪãģĨãģ«,-0.09765625,-
83,136647,stituiÃ§Ã£o,-0.09759521484375,-
84,69318,ĠAVC,-0.0975341796875,-
85,78605,ĠÃ¶n,-0.0975341796875,-
86,135873,ÐŁÐµÑĤÐµÑĢ,-0.09747314453125,-
87,144285,ê¹Ĳ,-0.09735107421875,-
88,62341,berra,-0.0972900390625,-
89,47637,UTERS,-0.09716796875,-
90,144873,ëĤ±,-0.09710693359375,-
91,137120,Ø§ÙĦØªØ²,-0.09710693359375,-
92,118086,çį¸,-0.09710693359375,-
93,22767,WithValue,-0.0970458984375,-
94,11925,Ġpregn,-0.09698486328125,-
95,36797,Collider,-0.09686279296875,-
96,142003,ãģĮå§ĭãģ¾,-0.09674072265625,-
97,133884,ĠTrÆ°á»Ľc,-0.096435546875,-
98,96379,arcy,-0.096435546875,-
99,74818,DTV,-0.0963134765625,-
100,143942,à¸Ńà¸³à¸Ļà¸§à¸¢à¸Ħà¸§à¸²à¸¡à¸ªà¸°à¸Ķà¸§à¸ģ,-0.09625244140625,-
101,128150,Ø£Ø³ÙĦ,-0.09625244140625,-
102,81129,.Â§,-0.0960693359375,-
103,98276,"(""<?",-0.0960693359375,-
104,73796,Ġerfolgre,-0.09600830078125,-
105,143145,ĠnovitÃł,-0.09576416015625,-
106,143958,ĠHÃ´m,-0.09576416015625,-
107,71105,dato,-0.09564208984375,-
108,133939,ĠteÅŁek,-0.0955810546875,-
109,122744,çıµ,-0.095458984375,-
110,135850,ØªÙĪÙĤÙģ,-0.095458984375,-
111,120160,çī®,-0.09527587890625,-
112,115122,è¶Ĭä¾Ĩè¶Ĭ,-0.09527587890625,-
113,136806,Ð¿ÑĢÐ°ÐºÑĤÐ¸,-0.09521484375,-
114,119277,æĵł,-0.09503173828125,-
115,133228,Ð¿ÑĢÐµÑģÑģ,-0.094970703125,-
116,123289,çĳ¨,-0.094970703125,-
117,118687,åĵĪåĵĪåĵĪåĵĪ,-0.0948486328125,-
118,83373,ĠClips,-0.09478759765625,-
119,136644,ãģ£ãģį,-0.0947265625,-
120,47247,-mf,-0.09454345703125,-
121,46539,riad,-0.0943603515625,-
122,134789,ØªØ¶ÙħÙĨ,-0.0943603515625,-
123,135359,ĠÄĲáº·c,-0.0943603515625,-
124,137408,ĠTáºŃp,-0.09429931640625,-
125,141330,ãĥıãĤ¦,-0.09429931640625,-
126,92528,PasswordField,-0.09429931640625,-
127,142902,ä¸ĬãģĮãģ£ãģ¦,-0.09423828125,-
128,119267,è¯©,-0.093994140625,-
129,143912,çµĤãĤıãģ£ãģŁ,-0.093994140625,-
130,144033,ì¹¼,-0.0938720703125,-
131,94114,acman,-0.09368896484375,-
132,88431,_IList,-0.09368896484375,-
133,144804,ê²Ł,-0.09356689453125,-
134,131164,nÃ§,-0.09356689453125,-
135,120604,èı°,-0.093505859375,-
136,148007,ÇŁ,-0.093505859375,-
137,27247,undry,-0.093505859375,-
138,7848,conds,-0.09344482421875,-
139,143452,ĠtecrÃ¼be,-0.09344482421875,-
140,139211,ĠÃ¼lkemiz,-0.09344482421875,-
141,138282,ÙħØ±Ø§Ùĥ,-0.09344482421875,-
142,138946,ä»ĺãģįåĲĪ,-0.09332275390625,-
143,118914,èµĸä»¥çĶŁåŃĺ,-0.09326171875,-
144,141305,ĠÄĳua,-0.09320068359375,-
145,141597,ĠanlaÅŁÄ±l,-0.0931396484375,-
146,31484,icaid,-0.0931396484375,-
147,143041,ĠÅŁeker,-0.0931396484375,-
148,119711,åĽ«,-0.09307861328125,-
149,137803,ĠhastalÄ±k,-0.093017578125,-
150,134902,Ġtrá»¥,-0.09295654296875,-
151,135021,ØªØ¬Ø§,-0.09295654296875,-
152,136744,ìŀł,-0.0928955078125,-
153,116894,ä¸ºäºĨæĽ´å¥½,-0.09283447265625,-
154,132546,ĠHÃ£,-0.09283447265625,-
155,118580,æĸ°çļĦä¸Ģ,-0.09283447265625,-
156,135514,bÃ¶,-0.0927734375,-
157,97768,Utc,-0.09271240234375,-
158,84466,'icon,-0.0926513671875,-
159,28843,Ġpione,-0.0926513671875,-
160,87621,_venta,-0.09259033203125,-
161,113006,éĹºèľľ,-0.09259033203125,-
162,127666,ãģĻãģĶ,-0.09234619140625,-
163,122493,ä¿į,-0.09228515625,-
164,83944,TouchEvent,-0.09228515625,-
165,32433,Ġragaz,-0.09228515625,-
166,91702,getOrElse,-0.09222412109375,-
167,141127,ĠNghá»ĭ,-0.0921630859375,-
168,7930,Ġstrugg,-0.0921630859375,-
169,119901,ä½¶,-0.09210205078125,-
170,122567,çıĸ,-0.09210205078125,-
171,135897,ÑĢÐ°Ð±Ð°ÑĤÑĭÐ²Ð°,-0.09210205078125,-
172,126981,ë¹ĦìĬ¤,-0.09210205078125,-
173,110032,å¿ħä¸įåı¯,-0.09197998046875,-
174,139333,ĠMáº·c,-0.09197998046875,-
175,137397,ãģĦãĤĭãģ¨,-0.0919189453125,-
176,139584,ÙħÙĥØ©,-0.0919189453125,-
177,137047,ĠterÃ¶r,-0.09185791015625,-
178,92423,ĠMANUAL,-0.091796875,-
179,40541,Ġeskort,-0.091796875,-
180,141363,ĠwybraÄĩ,-0.091796875,-
181,134000,æ°Ĺãģ«ãģªãĤĭ,-0.09173583984375,-
182,143634,Ø£ÙĦÙĪØ§ÙĨ,-0.09173583984375,-
183,57824,etest,-0.0916748046875,-
184,137656,ĠÄ°slam,-0.091552734375,-
185,77440,anela,-0.0914306640625,-
186,139020,ãģįãģ¡ãĤĵãģ¨,-0.09130859375,-
187,34295,ubbles,-0.09130859375,-
188,141203,èĭ¦ãģĹ,-0.09130859375,-
189,135406,ÙħØ¤ØªÙħØ±,-0.09130859375,-
190,98439,ĠPOLITICO,-0.09124755859375,-
191,140979,ØªØµØ±ÙĬØŃØ§Øª,-0.09112548828125,-
192,142979,ãĤĵãģĺãĤĥãģªãģĦãģĭ,-0.09100341796875,-
193,113073,æ´ĽæĿī,-0.0909423828125,-
194,118571,æ©«,-0.0909423828125,-
195,141331,ãĥıãĤ¦ãĤ¹,-0.0909423828125,-
196,20140,Warnings,-0.0908203125,-
197,97665,documento,-0.09075927734375,-
198,60306,ĠQualified,-0.09075927734375,-
199,133756,Ø£Ø¬ÙĩØ²Ø©,-0.09063720703125,-
200,122006,éŀ´,-0.09051513671875,-
